Year,Provinces,Emissions,Sectors
2016,Newfoundland and Labrador,43.0,Wholesale trade
2017,Newfoundland and Labrador,50.0,Wholesale trade
2018,Newfoundland and Labrador,48.0,Wholesale trade
2019,Newfoundland and Labrador,45.0,Wholesale trade
2020,Newfoundland and Labrador,32.0,Wholesale trade
2021,Newfoundland and Labrador,31.0,Wholesale trade
2022,Newfoundland and Labrador,24.0,Wholesale trade
2023,Newfoundland and Labrador,23.0,Wholesale trade
2013,Newfoundland and Labrador,94.0,Retail trade
2014,Newfoundland and Labrador,100.0,Retail trade (except cannabis)
2015,Newfoundland and Labrador,120.0,Retail trade (except cannabis)
2016,Newfoundland and Labrador,101.0,Retail trade (except cannabis)
2017,Newfoundland and Labrador,103.0,Retail trade (except cannabis)
2018,Newfoundland and Labrador,107.0,Retail trade (except cannabis)
2019,Newfoundland and Labrador,101.0,Retail trade (except cannabis)
2020,Newfoundland and Labrador,81.0,Retail trade (except cannabis)
2021,Newfoundland and Labrador,73.0,Retail trade (except cannabis)
2022,Newfoundland and Labrador,56.0,Retail trade (except cannabis)
2023,Newfoundland and Labrador,56.0,Retail trade (except cannabis)
2014,Newfoundland and Labrador,0.0,Cannabis stores (licensed)
2015,Newfoundland and Labrador,0.0,Cannabis stores (licensed)
2016,Newfoundland and Labrador,0.0,Cannabis stores (licensed)
2017,Newfoundland and Labrador,0.0,Cannabis stores (licensed)
2021,Newfoundland and Labrador,1.0,Cannabis stores (licensed)
2021,Newfoundland and Labrador,0.0,Cannabis stores (unlicensed)
2022,Newfoundland and Labrador,0.0,Cannabis retailers (unlicensed)
2023,Newfoundland and Labrador,0.0,Cannabis retailers (unlicensed)
2013,Newfoundland and Labrador,205.0,Air transportation
2014,Newfoundland and Labrador,228.0,Air transportation
2015,Newfoundland and Labrador,223.0,Air transportation
2016,Newfoundland and Labrador,232.0,Air transportation
2017,Newfoundland and Labrador,235.0,Air transportation
2018,Newfoundland and Labrador,211.0,Air transportation
2019,Newfoundland and Labrador,224.0,Air transportation
2020,Newfoundland and Labrador,208.0,Air transportation
2021,Newfoundland and Labrador,178.0,Air transportation
2022,Newfoundland and Labrador,166.0,Air transportation
2023,Newfoundland and Labrador,189.0,Air transportation
2013,Newfoundland and Labrador,39.0,Rail transportation
2014,Newfoundland and Labrador,34.0,Rail transportation
2015,Newfoundland and Labrador,33.0,Rail transportation
2016,Newfoundland and Labrador,32.0,Rail transportation
2017,Newfoundland and Labrador,34.0,Rail transportation
2018,Newfoundland and Labrador,34.0,Rail transportation
2019,Newfoundland and Labrador,45.0,Rail transportation
2020,Newfoundland and Labrador,42.0,Rail transportation
2021,Newfoundland and Labrador,41.0,Rail transportation
2022,Newfoundland and Labrador,45.0,Rail transportation
2023,Newfoundland and Labrador,48.0,Rail transportation
2013,Newfoundland and Labrador,218.0,Water transportation
2014,Newfoundland and Labrador,209.0,Water transportation
2015,Newfoundland and Labrador,244.0,Water transportation
2016,Newfoundland and Labrador,186.0,Water transportation
2017,Newfoundland and Labrador,205.0,Water transportation
2018,Newfoundland and Labrador,236.0,Water transportation
2019,Newfoundland and Labrador,248.0,Water transportation
2020,Newfoundland and Labrador,170.0,Water transportation
2021,Newfoundland and Labrador,107.0,Water transportation
2022,Newfoundland and Labrador,116.0,Water transportation
2023,Newfoundland and Labrador,117.0,Water transportation
2013,Newfoundland and Labrador,131.0,Truck transportation
2014,Newfoundland and Labrador,136.0,Truck transportation
2015,Newfoundland and Labrador,131.0,Truck transportation
2016,Newfoundland and Labrador,133.0,Truck transportation
2017,Newfoundland and Labrador,136.0,Truck transportation
2018,Newfoundland and Labrador,111.0,Truck transportation
2019,Newfoundland and Labrador,91.0,Truck transportation
2020,Newfoundland and Labrador,77.0,Truck transportation
2021,Newfoundland and Labrador,86.0,Truck transportation
2022,Newfoundland and Labrador,92.0,Truck transportation
2023,Newfoundland and Labrador,87.0,Truck transportation
2013,Newfoundland and Labrador,31.0,"Transit, ground passenger and scenic and sightseeing transportation, taxi and limousine service and support activities for transportation"
2014,Newfoundland and Labrador,34.0,"Transit, ground passenger and scenic and sightseeing transportation, taxi and limousine service and support activities for transportation"
2015,Newfoundland and Labrador,32.0,"Transit, ground passenger and scenic and sightseeing transportation, taxi and limousine service and support activities for transportation"
2016,Newfoundland and Labrador,41.0,"Transit, ground passenger and scenic and sightseeing transportation, taxi and limousine service and support activities for transportation"
2017,Newfoundland and Labrador,46.0,"Transit, ground passenger and scenic and sightseeing transportation, taxi and limousine service and support activities for transportation"
2018,Newfoundland and Labrador,34.0,"Transit, ground passenger and scenic and sightseeing transportation, taxi and limousine service and support activities for transportation"
2019,Newfoundland and Labrador,34.0,"Transit, ground passenger and scenic and sightseeing transportation, taxi and limousine service and support activities for transportation"
2020,Newfoundland and Labrador,29.0,"Transit, ground passenger and scenic and sightseeing transportation, taxi and limousine service and support activities for transportation"
2021,Newfoundland and Labrador,28.0,"Transit, ground passenger and scenic and sightseeing transportation, taxi and limousine service and support activities for transportation"
2022,Newfoundland and Labrador,25.0,"Transit, ground passenger and scenic and sightseeing transportation, taxi and limousine service and support activities for transportation"
2023,Newfoundland and Labrador,24.0,"Transit, ground passenger and scenic and sightseeing transportation, taxi and limousine service and support activities for transportation"
2013,Newfoundland and Labrador,20.0,Postal service and couriers and messengers
2014,Newfoundland and Labrador,18.0,Postal service and couriers and messengers
2015,Newfoundland and Labrador,27.0,Postal service and couriers and messengers
2016,Newfoundland and Labrador,31.0,Postal service and couriers and messengers
2017,Newfoundland and Labrador,27.0,Postal service and couriers and messengers
2018,Newfoundland and Labrador,35.0,Postal service and couriers and messengers
2019,Newfoundland and Labrador,34.0,Postal service and couriers and messengers
2020,Newfoundland and Labrador,29.0,Postal service and couriers and messengers
2021,Newfoundland and Labrador,33.0,Postal service and couriers and messengers
2022,Newfoundland and Labrador,35.0,Postal service and couriers and messengers
2023,Newfoundland and Labrador,34.0,Postal service and couriers and messengers
2013,Newfoundland and Labrador,1.0,Warehousing and storage
2014,Newfoundland and Labrador,1.0,Warehousing and storage
2015,Newfoundland and Labrador,1.0,Warehousing and storage
2016,Newfoundland and Labrador,1.0,Warehousing and storage
2017,Newfoundland and Labrador,1.0,Warehousing and storage
2018,Newfoundland and Labrador,1.0,Warehousing and storage
2019,Newfoundland and Labrador,2.0,Warehousing and storage
2020,Newfoundland and Labrador,1.0,Warehousing and storage
2021,Newfoundland and Labrador,1.0,Warehousing and storage
2022,Newfoundland and Labrador,1.0,Warehousing and storage
2023,Newfoundland and Labrador,1.0,Warehousing and storage
2013,Newfoundland and Labrador,1.0,Motion picture and sound recording industries
2014,Newfoundland and Labrador,1.0,Motion picture and sound recording industries
2013,Newfoundland and Labrador,13.0,"Publishing, pay/specialty services, telecommunications and other information services"
2014,Newfoundland and Labrador,15.0,"Publishing, pay/specialty services, telecommunications and other information services"
2015,Newfoundland and Labrador,16.0,"Publishing, pay/specialty services, telecommunications and other information services"
2016,Newfoundland and Labrador,91.0,"Publishing, pay/specialty services, telecommunications and other information services"
2017,Newfoundland and Labrador,97.0,"Publishing, pay/specialty services, telecommunications and other information services"
2018,Newfoundland and Labrador,126.0,"Publishing, pay/specialty services, telecommunications and other information services"
2019,Newfoundland and Labrador,89.0,"Publishing, pay/specialty services, telecommunications and other information services"
2020,Newfoundland and Labrador,50.0,"Publishing, pay/specialty services, telecommunications and other information services"
2021,Newfoundland and Labrador,12.0,"Publishing, pay/specialty services, telecommunications and other information services"
2022,Newfoundland and Labrador,8.0,"Publishing, pay/specialty services, telecommunications and other information services"
2023,Newfoundland and Labrador,8.0,"Publishing, pay/specialty services, telecommunications and other information services"
2013,Newfoundland and Labrador,9.0,Depository credit intermediation and monetary authorities
2014,Newfoundland and Labrador,10.0,Depository credit intermediation and monetary authorities
2015,Newfoundland and Labrador,10.0,Depository credit intermediation and monetary authorities
2016,Newfoundland and Labrador,10.0,Depository credit intermediation and monetary authorities
2017,Newfoundland and Labrador,9.0,Depository credit intermediation and monetary authorities
2018,Newfoundland and Labrador,6.0,Depository credit intermediation and monetary authorities
2019,Newfoundland and Labrador,7.0,Depository credit intermediation and monetary authorities
2020,Newfoundland and Labrador,6.0,Depository credit intermediation and monetary authorities
2021,Newfoundland and Labrador,4.0,Depository credit intermediation and monetary authorities
2022,Newfoundland and Labrador,3.0,Depository credit intermediation and monetary authorities
2023,Newfoundland and Labrador,3.0,Depository credit intermediation and monetary authorities
2013,Newfoundland and Labrador,2.0,Insurance carriers
2014,Newfoundland and Labrador,2.0,Insurance carriers
2015,Newfoundland and Labrador,2.0,Insurance carriers
2016,Newfoundland and Labrador,2.0,Insurance carriers
2017,Newfoundland and Labrador,2.0,Insurance carriers
2018,Newfoundland and Labrador,1.0,Insurance carriers
2019,Newfoundland and Labrador,1.0,Insurance carriers
2013,Newfoundland and Labrador,121.0,Lessors of real estate
2014,Newfoundland and Labrador,130.0,Lessors of real estate
2015,Newfoundland and Labrador,106.0,Lessors of real estate
2016,Newfoundland and Labrador,99.0,Lessors of real estate
2017,Newfoundland and Labrador,66.0,Lessors of real estate
2018,Newfoundland and Labrador,41.0,Lessors of real estate
2019,Newfoundland and Labrador,49.0,Lessors of real estate
2020,Newfoundland and Labrador,43.0,Lessors of real estate
2021,Newfoundland and Labrador,43.0,Lessors of real estate
2022,Newfoundland and Labrador,50.0,Lessors of real estate
2023,Newfoundland and Labrador,50.0,Lessors of real estate
2013,Newfoundland and Labrador,0.0,Owner-occupied dwellings
2014,Newfoundland and Labrador,0.0,Owner-occupied dwellings
2015,Newfoundland and Labrador,0.0,Owner-occupied dwellings
2016,Newfoundland and Labrador,0.0,Owner-occupied dwellings
2017,Newfoundland and Labrador,0.0,Owner-occupied dwellings
2018,Newfoundland and Labrador,0.0,Owner-occupied dwellings
2019,Newfoundland and Labrador,0.0,Owner-occupied dwellings
2020,Newfoundland and Labrador,0.0,Owner-occupied dwellings
2021,Newfoundland and Labrador,0.0,Owner-occupied dwellings
2022,Newfoundland and Labrador,0.0,Owner-occupied dwellings
2023,Newfoundland and Labrador,0.0,Owner-occupied dwellings
2013,Newfoundland and Labrador,16.0,Rental and leasing services and lessors of non-financial intangible assets (except copyrighted works)
2014,Newfoundland and Labrador,29.0,Rental and leasing services and lessors of non-financial intangible assets (except copyrighted works)
2015,Newfoundland and Labrador,41.0,Rental and leasing services and lessors of non-financial intangible assets (except copyrighted works)
2016,Newfoundland and Labrador,39.0,Rental and leasing services and lessors of non-financial intangible assets (except copyrighted works)
2017,Newfoundland and Labrador,35.0,Rental and leasing services and lessors of non-financial intangible assets (except copyrighted works)
