Year,Provinces,Emissions,Sectors
2022,Newfoundland and Labrador,2,Fabricated metal product manufacturing [BS33200]
2023,Newfoundland and Labrador,2,Fabricated metal product manufacturing [BS33200]
2013,Newfoundland and Labrador,2,Machinery manufacturing [BS33300]
2014,Newfoundland and Labrador,2,Machinery manufacturing [BS33300]
2015,Newfoundland and Labrador,8,Machinery manufacturing [BS33300]
2016,Newfoundland and Labrador,1,Machinery manufacturing [BS33300]
2017,Newfoundland and Labrador,2,Machinery manufacturing [BS33300]
2018,Newfoundland and Labrador,2,Machinery manufacturing [BS33300]
2019,Newfoundland and Labrador,2,Machinery manufacturing [BS33300]
2020,Newfoundland and Labrador,2,Machinery manufacturing [BS33300]
2021,Newfoundland and Labrador,1,Machinery manufacturing [BS33300]
2022,Newfoundland and Labrador,1,Machinery manufacturing [BS33300]
2023,Newfoundland and Labrador,1,Machinery manufacturing [BS33300]
2019,Newfoundland and Labrador,1,Electronic product manufacturing [BS334B0]
2013,Newfoundland and Labrador,2,Motor vehicle manufacturing [BS33610]
2014,Newfoundland and Labrador,1,Motor vehicle manufacturing [BS33610]
2015,Newfoundland and Labrador,1,Motor vehicle manufacturing [BS33610]
2017,Newfoundland and Labrador,1,Motor vehicle manufacturing [BS33610]
2018,Newfoundland and Labrador,1,Motor vehicle manufacturing [BS33610]
2019,Newfoundland and Labrador,1,Motor vehicle manufacturing [BS33610]
2020,Newfoundland and Labrador,1,Motor vehicle manufacturing [BS33610]
2021,Newfoundland and Labrador,1,Motor vehicle manufacturing [BS33610]
2022,Newfoundland and Labrador,1,Motor vehicle manufacturing [BS33610]
2023,Newfoundland and Labrador,1,Motor vehicle manufacturing [BS33610]
2015,Newfoundland and Labrador,1,Aerospace product and parts manufacturing [BS33640]
2016,Newfoundland and Labrador,0,Railroad rolling stock manufacturing [BS33650]
2013,Newfoundland and Labrador,2,Ship and boat building [BS33660]
2014,Newfoundland and Labrador,4,Ship and boat building [BS33660]
2015,Newfoundland and Labrador,4,Ship and boat building [BS33660]
2016,Newfoundland and Labrador,1,Ship and boat building [BS33660]
2017,Newfoundland and Labrador,1,Ship and boat building [BS33660]
2018,Newfoundland and Labrador,4,Ship and boat building [BS33660]
2013,Newfoundland and Labrador,2,Furniture and related product manufacturing [BS33700]
2014,Newfoundland and Labrador,1,Furniture and related product manufacturing [BS33700]
2015,Newfoundland and Labrador,1,Furniture and related product manufacturing [BS33700]
2016,Newfoundland and Labrador,2,Furniture and related product manufacturing [BS33700]
2017,Newfoundland and Labrador,1,Furniture and related product manufacturing [BS33700]
2018,Newfoundland and Labrador,1,Furniture and related product manufacturing [BS33700]
2019,Newfoundland and Labrador,1,Furniture and related product manufacturing [BS33700]
2020,Newfoundland and Labrador,1,Furniture and related product manufacturing [BS33700]
2021,Newfoundland and Labrador,1,Furniture and related product manufacturing [BS33700]
2022,Newfoundland and Labrador,1,Furniture and related product manufacturing [BS33700]
2023,Newfoundland and Labrador,1,Furniture and related product manufacturing [BS33700]
2013,Newfoundland and Labrador,3,Miscellaneous manufacturing [BS33900]
2014,Newfoundland and Labrador,2,Miscellaneous manufacturing [BS33900]
2015,Newfoundland and Labrador,2,Miscellaneous manufacturing [BS33900]
2016,Newfoundland and Labrador,1,Miscellaneous manufacturing [BS33900]
2017,Newfoundland and Labrador,1,Miscellaneous manufacturing [BS33900]
2018,Newfoundland and Labrador,2,Miscellaneous manufacturing [BS33900]
2019,Newfoundland and Labrador,1,Miscellaneous manufacturing [BS33900]
2020,Newfoundland and Labrador,1,Miscellaneous manufacturing [BS33900]
2021,Newfoundland and Labrador,1,Miscellaneous manufacturing [BS33900]
2022,Newfoundland and Labrador,1,Miscellaneous manufacturing [BS33900]
2023,Newfoundland and Labrador,1,Miscellaneous manufacturing [BS33900]
2013,Newfoundland and Labrador,50,Wholesale trade [BS41000]
2014,Newfoundland and Labrador,47,Wholesale trade [BS41000]
2015,Newfoundland and Labrador,52,Wholesale trade [BS41000]
2016,Newfoundland and Labrador,43,Wholesale trade [BS41000]
2017,Newfoundland and Labrador,50,Wholesale trade [BS41000]
2018,Newfoundland and Labrador,48,Wholesale trade [BS41000]
2019,Newfoundland and Labrador,45,Wholesale trade [BS41000]
2020,Newfoundland and Labrador,32,Wholesale trade [BS41000]
2021,Newfoundland and Labrador,31,Wholesale trade [BS41000]
2022,Newfoundland and Labrador,24,Wholesale trade [BS41000]
2023,Newfoundland and Labrador,23,Wholesale trade [BS41000]
2013,Newfoundland and Labrador,94,Retail trade [BS4A000]
2014,Newfoundland and Labrador,100,Retail trade (except cannabis) [BS4AA00]
2015,Newfoundland and Labrador,120,Retail trade (except cannabis) [BS4AA00]
2016,Newfoundland and Labrador,101,Retail trade (except cannabis) [BS4AA00]
2017,Newfoundland and Labrador,103,Retail trade (except cannabis) [BS4AA00]
2018,Newfoundland and Labrador,107,Retail trade (except cannabis) [BS4AA00]
2019,Newfoundland and Labrador,101,Retail trade (except cannabis) [BS4AA00]
2020,Newfoundland and Labrador,81,Retail trade (except cannabis) [BS4AA00]
2021,Newfoundland and Labrador,73,Retail trade (except cannabis) [BS4AA00]
2022,Newfoundland and Labrador,56,Retail trade (except cannabis) [BS4AA00]
2023,Newfoundland and Labrador,56,Retail trade (except cannabis) [BS4AA00]
2014,Newfoundland and Labrador,0,Cannabis stores (licensed) [BS453BL]
2015,Newfoundland and Labrador,0,Cannabis stores (licensed) [BS453BL]
2016,Newfoundland and Labrador,0,Cannabis stores (licensed) [BS453BL]
2017,Newfoundland and Labrador,0,Cannabis stores (licensed) [BS453BL]
2021,Newfoundland and Labrador,1,Cannabis stores (licensed) [BS453BL]
2021,Newfoundland and Labrador,0,Cannabis stores (unlicensed) [BS453BU]
2022,Newfoundland and Labrador,0,Cannabis retailers (unlicensed) [BS459BU]
2023,Newfoundland and Labrador,0,Cannabis retailers (unlicensed) [BS459BU]
2013,Newfoundland and Labrador,205,Air transportation [BS48100]
2014,Newfoundland and Labrador,228,Air transportation [BS48100]
2015,Newfoundland and Labrador,223,Air transportation [BS48100]
2016,Newfoundland and Labrador,232,Air transportation [BS48100]
2017,Newfoundland and Labrador,235,Air transportation [BS48100]
2018,Newfoundland and Labrador,211,Air transportation [BS48100]
2019,Newfoundland and Labrador,224,Air transportation [BS48100]
2020,Newfoundland and Labrador,208,Air transportation [BS48100]
2021,Newfoundland and Labrador,178,Air transportation [BS48100]
2022,Newfoundland and Labrador,166,Air transportation [BS48100]
2023,Newfoundland and Labrador,189,Air transportation [BS48100]
2013,Newfoundland and Labrador,39,Rail transportation [BS48200]
2014,Newfoundland and Labrador,34,Rail transportation [BS48200]
2015,Newfoundland and Labrador,33,Rail transportation [BS48200]
2016,Newfoundland and Labrador,32,Rail transportation [BS48200]
2017,Newfoundland and Labrador,34,Rail transportation [BS48200]
2018,Newfoundland and Labrador,34,Rail transportation [BS48200]
2019,Newfoundland and Labrador,45,Rail transportation [BS48200]
2020,Newfoundland and Labrador,42,Rail transportation [BS48200]
2021,Newfoundland and Labrador,41,Rail transportation [BS48200]
2022,Newfoundland and Labrador,45,Rail transportation [BS48200]
2023,Newfoundland and Labrador,48,Rail transportation [BS48200]
2013,Newfoundland and Labrador,218,Water transportation [BS48300]
2014,Newfoundland and Labrador,209,Water transportation [BS48300]
2015,Newfoundland and Labrador,244,Water transportation [BS48300]
2016,Newfoundland and Labrador,186,Water transportation [BS48300]
2017,Newfoundland and Labrador,205,Water transportation [BS48300]
2018,Newfoundland and Labrador,236,Water transportation [BS48300]
2019,Newfoundland and Labrador,248,Water transportation [BS48300]
2020,Newfoundland and Labrador,170,Water transportation [BS48300]
2021,Newfoundland and Labrador,107,Water transportation [BS48300]
2022,Newfoundland and Labrador,116,Water transportation [BS48300]
2023,Newfoundland and Labrador,117,Water transportation [BS48300]
2013,Newfoundland and Labrador,131,Truck transportation [BS48400]
2014,Newfoundland and Labrador,136,Truck transportation [BS48400]
2015,Newfoundland and Labrador,131,Truck transportation [BS48400]
2016,Newfoundland and Labrador,133,Truck transportation [BS48400]
2017,Newfoundland and Labrador,136,Truck transportation [BS48400]
2018,Newfoundland and Labrador,111,Truck transportation [BS48400]
2019,Newfoundland and Labrador,91,Truck transportation [BS48400]
2020,Newfoundland and Labrador,77,Truck transportation [BS48400]
2021,Newfoundland and Labrador,86,Truck transportation [BS48400]
2022,Newfoundland and Labrador,92,Truck transportation [BS48400]
2023,Newfoundland and Labrador,87,Truck transportation [BS48400]
2013,Newfoundland and Labrador,31,"Transit, ground passenger and scenic and sightseeing transportation, taxi and limousine service and support activities for transportation [BS48B00]"
2014,Newfoundland and Labrador,34,"Transit, ground passenger and scenic and sightseeing transportation, taxi and limousine service and support activities for transportation [BS48B00]"
2015,Newfoundland and Labrador,32,"Transit, ground passenger and scenic and sightseeing transportation, taxi and limousine service and support activities for transportation [BS48B00]"
2016,Newfoundland and Labrador,41,"Transit, ground passenger and scenic and sightseeing transportation, taxi and limousine service and support activities for transportation [BS48B00]"
2017,Newfoundland and Labrador,46,"Transit, ground passenger and scenic and sightseeing transportation, taxi and limousine service and support activities for transportation [BS48B00]"
2018,Newfoundland and Labrador,34,"Transit, ground passenger and scenic and sightseeing transportation, taxi and limousine service and support activities for transportation [BS48B00]"
2019,Newfoundland and Labrador,34,"Transit, ground passenger and scenic and sightseeing transportation, taxi and limousine service and support activities for transportation [BS48B00]"
2020,Newfoundland and Labrador,29,"Transit, ground passenger and scenic and sightseeing transportation, taxi and limousine service and support activities for transportation [BS48B00]"
2021,Newfoundland and Labrador,28,"Transit, ground passenger and scenic and sightseeing transportation, taxi and limousine service and support activities for transportation [BS48B00]"
2022,Newfoundland and Labrador,25,"Transit, ground passenger and scenic and sightseeing transportation, taxi and limousine service and support activities for transportation [BS48B00]"
2023,Newfoundland and Labrador,24,"Transit, ground passenger and scenic and sightseeing transportation, taxi and limousine service and support activities for transportation [BS48B00]"
2013,Newfoundland and Labrador,20,Postal service and couriers and messengers [BS49A00]
2014,Newfoundland and Labrador,18,Postal service and couriers and messengers [BS49A00]
2015,Newfoundland and Labrador,27,Postal service and couriers and messengers [BS49A00]
2016,Newfoundland and Labrador,31,Postal service and couriers and messengers [BS49A00]
2017,Newfoundland and Labrador,27,Postal service and couriers and messengers [BS49A00]
2018,Newfoundland and Labrador,35,Postal service and couriers and messengers [BS49A00]
2019,Newfoundland and Labrador,34,Postal service and couriers and messengers [BS49A00]
2020,Newfoundland and Labrador,29,Postal service and couriers and messengers [BS49A00]
2021,Newfoundland and Labrador,33,Postal service and couriers and messengers [BS49A00]
2022,Newfoundland and Labrador,35,Postal service and couriers and messengers [BS49A00]
2023,Newfoundland and Labrador,34,Postal service and couriers and messengers [BS49A00]
2013,Newfoundland and Labrador,1,Warehousing and storage [BS49300]
2014,Newfoundland and Labrador,1,Warehousing and storage [BS49300]
2015,Newfoundland and Labrador,1,Warehousing and storage [BS49300]
2016,Newfoundland and Labrador,1,Warehousing and storage [BS49300]
2017,Newfoundland and Labrador,1,Warehousing and storage [BS49300]
2018,Newfoundland and Labrador,1,Warehousing and storage [BS49300]
2019,Newfoundland and Labrador,2,Warehousing and storage [BS49300]
2020,Newfoundland and Labrador,1,Warehousing and storage [BS49300]
2021,Newfoundland and Labrador,1,Warehousing and storage [BS49300]
2022,Newfoundland and Labrador,1,Warehousing and storage [BS49300]
2023,Newfoundland and Labrador,1,Warehousing and storage [BS49300]
2013,Newfoundland and Labrador,1,Motion picture and sound recording industries [BS51200]
2014,Newfoundland and Labrador,1,Motion picture and sound recording industries [BS51200]
2013,Newfoundland and Labrador,13,"Publishing, pay/specialty services, telecommunications and other information services [BS51B00]"
2014,Newfoundland and Labrador,15,"Publishing, pay/specialty services, telecommunications and other information services [BS51B00]"
2015,Newfoundland and Labrador,16,"Publishing, pay/specialty services, telecommunications and other information services [BS51B00]"
2016,Newfoundland and Labrador,91,"Publishing, pay/specialty services, telecommunications and other information services [BS51B00]"
2017,Newfoundland and Labrador,97,"Publishing, pay/specialty services, telecommunications and other information services [BS51B00]"
2018,Newfoundland and Labrador,126,"Publishing, pay/specialty services, telecommunications and other information services [BS51B00]"
2019,Newfoundland and Labrador,89,"Publishing, pay/specialty services, telecommunications and other information services [BS51B00]"
